title;company;description;location;requirements;technologies;salary;modality;languages;contract_type;error;link
Programador/a de software;NEEDLUX SOCIEDAD LIMITADA.;Buecamos un programador que domine: Programacion entorno KNX, Programacion entorno Control4, Programacion Entorno Logic Machine, Programacion SIstemas BMS, especialmente Netex, Programacion i conocimientos de Redes IP de Telecomunicaciones Especialmente Videoporteroros.;Barcelona;Ciclo Formativo Grado Superior, Al menos 2 años;Programación orientada a objetos, Desarrollo front-end, Backend, API, RESTful API, Full-stack, Aplicación web, Desarrollo de software;36666;híbrido;Catalán, Inglés;indefinido;False;https://www.infojobs.net/barcelona/programador-software/of-i0e4cdc4a1a48db948014841c72b02c?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Desarrollador/a de software;ADS Anàlisi/Disseny de Soft, S.L.U.;Estamos en búsqueda de un/a desarrollador/a de aplicaciones para unirse a nuestro equipo a tiempo completo, con sede en Olot. La persona seleccionada participará en el desarrollo y adaptación funcional de un sistema ERP propio, colaborando directamente con nuestros clientes.;Olot, Girona;Experiencia demostrable en programación orientada a objetos (OOP) y manejo de SQL., Conocimientos y experiencia en entornos .NET., Experiencia previa trabajando con aplicaciones de gestión y/o sistemas ERP., Buena capacidad de comunicación y empatía con los clientes., Permiso de conducir y disponibilidad para desplazamientos puntuales.;OOP, SQL, .NET, Desarrollo de software, VisualFox Pro;29000;presencial;catalán, español, inglés;indefinido;False;https://www.infojobs.net/olot/desarrollador-software/of-ie19485567d44149e59e6dce16f8ea6?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Desarrollador/a Full Stack;LION CAPITAL GROUP;En Lion Capital Group, sabemos que el verdadero valor está en las personas. Nos especializamos en ofrecer un lujo auténtico, donde lo esencial no es lo que tienes, sino lo que eliges. Si te apasiona formar parte de una empresa que transforma la forma de vivir y de experimentar, ¡te invitamos a unirte a nuestra nueva era! ¿Qué buscamos? Estamos en busca de un/a Programador/a PHP Backend con experiencia en Laravel y MySQL. El candidato/a ideal debe tener experiencia en el desarrollo de aplicaciones web, un sólido conocimiento en JavaScript y frameworks frontend, y experiencia con la creación y consumo de APIs REST. Además, buscamos alguien que maneje Git y Bitbucket para el control de versiones.;Valencia;Formación Profesional Grado Medio, Al menos 4 años de experiencia como programador/a PHP Backend, Experiencia en desarrollo con Laravel, Conocimiento avanzado de bases de datos MySQL, Conocimientos sólidos en JavaScript y frameworks modernos, Experiencia en la creación de aplicaciones web escalables y mantenibles, Experiencia en creación y consumo de APIs REST, Manejo de Git y Bitbucket para control de versiones, Experiencia en metodologías ágiles;PHP, Laravel, MySQL, JavaScript, APIs REST, Git, Bitbucket;;presencial;;indefinido;False;https://www.infojobs.net/valencia/desarrollador-full-stack/of-if43877f5fb43d298d3b2c3cbd87de2?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Full-Stack Developer .NET;EIKONDATA;En EikonData buscamos incorporar un/a Full-Stack Developer .NET con al menos 5 años de experiencia para participar en proyectos estables y técnicamente desafiantes. Si te apasiona el desarrollo full-stack, te gusta trabajar en remoto y tienes un perfil orientado a buenas prácticas, ¡queremos conocerte! ¿Qué harás en tu día a día?· Desarrollo de aplicaciones web con .NET Core, Entity Framework y ASP.NET MVC.· Construcción de interfaces modernas con Blazor, Angular u otras tecnologías frontend.· Integración y manejo eficiente de bases de datos.· Colaboración técnica con el equipo y comunicación con clientes internacionales.· Participación activa en decisiones técnicas y mejora continua del producto.;Madrid;Experiencia mínima de 5 años como desarrollador/a Full-Stack en entornos .NET., Inglés fluido (mínimo nivel B2 alto) para trabajar en un entorno técnico internacional.;.NET, C#, Entity Framework, JavaScript, SQL Server, CSS3, HTML5;;remoto;inglés;indefinido;False;https://www.infojobs.net/madrid/full-stack-developer-.net/of-i4c6d59c1244dfd9f5aaa1b62bda794?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Desarrollador/a Full Stack .Net;ARELANCE;En Arelance sabemos que las personas son el activo más importante dentro de una empresa y por tanto invertimos muchos esfuerzos en buscar los mejores profesionales para nuestros clientes, y en ofrecer a nuestros candidatos los mejores proyectos. En este momento, estamos buscando a un/a Full Stack Developer Senior con experiencia sólida en entornos Microsoft .NET para trabajar en nuestras oficinas en Sevilla.;Sevilla;Mínimo 4 años de experiencia como desarrollador/a Full Stack., Experiencia sólida en .NET Framework 4., Conocimientos avanzados en JavaScript y uso de jQuery., Experiencia trabajando con Oracle 11 (consultas SQL, procedimientos almacenados)., Buenas habilidades de comunicación y trabajo en equipo.;.NET, JavaScript, jQuery, Oracle;39000;presencial;;indefinido;False;https://www.infojobs.net/sevilla/desarrollador-full-stack-.net/of-i640982708446a8a24c1e37a495ef29?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Software Engineer (Entorno Industrial) - Inglés C1 + Híbrido Barcelona;Knowmad Mood;¿Te apasiona la tecnología industrial y quieres formar parte de un equipo global que impulsa la transformación digital en plantas de producción de todo el mundo? ¡Esta es tu oportunidad! Buscamos un/a Software Engineer con experiencia en entornos industriales para unirse a equipo global de producto de uno de nuestros principales clientes. Serás responsable de apoyar los despliegues en Europa y América, trabajando de forma completamente remota gracias a una arquitectura moderna y distribuida.;Sant Cugat Del Vallès, Barcelona;Grado en Informática, Ingeniería en Tecnologías de la Información o similar., Al menos 3 años de experiencia en lenguajes de desarrollo (Lua, Python, C, C++)., Mínimo 3 años de experiencia en entornos de Tecnología Operacional (OT)., Conocimiento de protocolos de comunicación industriales: OPC UA, S7/TIA, Modbus, MQTT., Experiencia en redes y sistemas., Sólido conocimiento de procesos de manufactura y comunicación industrial., Inglés mínimo C1, se trabaja 100% en inglés.;Lua, Python, C, C++, OPC UA, S7/TIA, Modbus, MQTT;;híbrido;inglés;indefinido;False;https://www.infojobs.net/sant-cugat-del-valles/software-engineer-entorno-industrial-ingles-c1-hibrido-barcelona/of-if885375b154099aa668d404a563f4d?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Full Stack Developer Java +React (Híbrido);Abalia;Nuestro eslogan «El lado humano de la tecnología» pone de manifiesto lo que ofrecemos tanto al cliente externo como interno, y es que las personas siempre están en el centro de todo lo que hacemos. Cuidamos cada detalle, evolucionamos con los años, y nos adaptamos a los cambios para ofrecer lo mejor a nuestros colaboradores, clientes y empleados. ¿Qué buscamos? Estamos en la búsqueda de desarrolladores Full Stack con experiencia sólida en Java (backend) y React (Frontend) para un emocionante proyecto. Trabajarás en un equipo ágil, construyendo y optimizando aplicaciones críticas de alto rendimiento y disponibilidad. ¿Por qué elegirnos? Porque somos diferentes, por tres motivos principales: 1.- Para nosotros no eres un número. 2.- Porque apostamos por la innovación y el aprendizaje continuo. 3.- Aportamos nuestro granito de arena para mejorar la calidad de vida de las personas, mediante la tecnología y proyectos que hacen de este mundo un lugar mejor.;Madrid;3 años de experiencia como desarrollador full stack, Experiencia sólida en Java (backend) y React (Frontend);Java, React, SQL, node.js, REST, NoSQL, Git;29500;híbrido;;indefinido;False;https://www.infojobs.net/madrid/full-stack-developer-java-react-hibrido-agm/of-iff24e4303049f2a2f723fc344a4884?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Desarrollador fullstack (Java Angular);KRELL CONSULTING & TRAINING;Nos encontramos en la búsqueda de un/a Desarrollador full stack para trabajar con importante cliente en contratación inicial con KRELL. DESCRIPCION Y FUNCIONES Desarrollador full stack Java, Se requiere 3 años de experiencia en: Java con framework Spring, bbdd Oracle, Front: conocimientos angular actualizado (versión 14 o 16) y opcional HTML/CSS/JavaScript Y/O jQuery Y/O AJAX Y/O Bootstrap2 años de experiencia en: Servicios web (SOAP Y/O REST), Persistencia Java (JPA Y/O Hibernate), Generación de informes (Oracle Reports Y/O Jasper Reports Y/O similares), Control de versiones (Apache Subversion -SVN- Y/O Git), Integración continua, despliegue continuo (Maven Y/O Artifactory Y/O Jenkins), Metodologías ágiles de desarrollo.;Madrid;Al menos 3 años de experiencia, Imprescindible residente en España;Java, Angular, Spring, SOAP, Hibernate;;híbrido;;indefinido;False;https://www.infojobs.net/madrid/desarrollador-fullstack-java-angular/of-i30e8c0a2694f19861da8f087d6259a?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Full Stack (Java Micro/Angular);ALTEN IT;Desarrolla tus competencias como Full Stack para un gran proyecto de gran impacto en el sector de las telecomunicaciones. En ALTEN tenemos claro que el éxito de nuestros proyectos se debe a las personas que forman nuestro equipo. Por eso, si tienes al menos 4 año de experiencia como Full Stack, nos comprometemos a impulsar tu talento, satisfacer tus expectativas laborales y hacerte sentir como en casa. ¿Te unes a nuestro #WelcomeHome? ¡Sigue leyendo! Si crees que eres talento, ¡apúntate!;Madrid;Experiencia de al menos 4 años trabajando con Java., Experiencia de al menos 4 años trabajando con Angular 17+., Experiencia de más de 4 años en HTML, CSS, JavaScript, Typescript, SCSS., Experiencia de al menos 4 años con Spring Boot, Microservicios., Experiencia en Hibernate., Experiencia solida en SQL., Experiencia en desarrollo de test unitarios (JUnit, Mockito...)., Experiencia en REST y SOAP., Inglés B1.;Java, Angular, HTML, CSS, JavaScript, Typescript, SCSS, Spring Boot, Microservicios, Hibernate, SQL, JUnit, Mockito, REST, SOAP;;híbrido;español, inglés;indefinido;False;https://www.infojobs.net/madrid/full-stack-java-micro-angular/of-i5489a6197e43f894c3f8993f2740ac?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Tech lead, leader técnico/a Full Stack, inglés alto (typescript, angular, spring) (100% teletrabajo, remoto) (NI03);Mensoft Consultores, S.L;¿Interesado/a en nuevos retos? En Mensoft Consultores estamos buscando un/a Tech lead, leader técnico/a Full Stack, con nivel de inglés alto, que quiera entrar a formar parte de un proyecto estable, en uno de nuestros clientes más importantes.;Madrid;Más de 5 años de experiencia comercial en el desarrollo de aplicaciones utilizando la pila tecnológica Java., Conocimiento profundo de TypeScript y del marco Angular., Experiencia en el uso del marco Spring., Experiencia en el uso de SQL y bases de datos relacionales., Comprensión del proceso de desarrollo de software de extremo a extremo., Nivel alto de inglés hablado y escrito.;Spring, Typescript, Angular, SQL, Java;;remoto;inglés;indefinido;False;https://www.infojobs.net/madrid/tech-lead-leader-tecnico-full-stack-ingles-alto-typescript-angular-spring-100-teletrabajo-remoto-ni03/of-i6753e3ed054a9ab872c3c9ab701360?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Desarrollador/a;PAMPOLS -Packaging Integral-;Empresa líder en el sector del envase y embalaje, en pleno crecimiento y con visión familiar, ubicada en Vilanova de la Barca precisa reforzar su equipo informático. ¿Tienes experiencia como desarrollador/a informático/a? En Pampols Packaging, buscamos una persona con experiencia en desarrollo informático en programación web y ganas de aprender, con aptitud. Se pretende formar un equipo interno con la ayuda y formación de programadores externos para dar continuidad al desarrollo de aplicaciones nativas y de terceros. Eres el/la candidato/a ideal si... Eres una persona con alta capacidad analítica de los problemas, autónoma, resolutiva, autodidactica, con capacidad para el trabajo en equipo y empatía, así como responsable e implicada con los objetivos de la compañía aportando y sugiriendo nuevas ideas.;Lleida;Grado en Ingeniería Informática o Grado Superior en Desarrollo y Multiplataforma o Web, o similar., De 2 a 5 años de experiencia en cualquier departamento de desarrollo, aunque no se descartarán perfiles junior.;Php, javacscript, sql, MySQL, MariaDB, Linux shell, Servidor Nginx, Magento, Wordpress;30500;híbrido;;indefinido;False;https://www.infojobs.net/lleida/desarrollador/of-i687d054f7f441a94151153cb971f00?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Desarrollador/a Fullstack Java/Javascript con APIs (100% remoto) (V12);Mensoft Consultores, S.L;¿Interesado en nuevos retos? En Mensoft Consultores estamos buscando un/a Desarrollador/a Fullstack que quiera entrar a formar parte de un proyecto estable, en uno de nuestros clientes más importantes.;Madrid;Al menos 7 años de experiencia en diseño y desarrollo de interfaces de programación (APIS, Eventos), Backend: Java, Springboot Microservicios, Frontend: Javascript, EXPERIENCIA MANDATORIA EN APIs: - Enterprise API Management Tools - API Gateway Implementation - API Security: - API Performance Testing and Optimization, Inglés B2;Java, JavaScript, API Management Tools, API Gateway, OAuth2, API Performance Testing and Optimization;40000;remoto;inglés;indefinido;False;https://www.infojobs.net/madrid/desarrollador-fullstack-java-javascript-con-apis-100-remoto-v12/of-id29dd0b6ad428da8e59c397b98e6f5?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Desarrollador Fullstack Java/Junit/Cucumber;GRUPO NS;¡Únete a nuestro equipo de Grupo NS! Estamos buscando perfiles FullStack Java para un proyecto 100% remoto que utiliza tecnologías innovadoras. Tendrás la oportunidad de trabajar con: - Conocimientos de programación y algoritmia (Java,JavaScript,TypeScript) - Conocimientos en pruebas y automatización (JUnit, Cucumber, WebDriver) - Conocimientos en infraestructura, cloud y virtualización (AWS, Docker, Kubernetes) - Conocimientos de sistemas de control de versiones distribuidos (Git) - Conocimientos en servicios Web y APIs (REST, WebServices, OpenApi) - Buen entendimiento de procesos DevOps y SDLC;Madrid;Experiencia como programador Fullstack de al menos 3 años., Java, Junit, Cucumber, Aws, Docker, kubernetes, rest;java, javascript, junit, cucumber, typescript;36000;remoto;;indefinido;False;https://www.infojobs.net/madrid/desarrollador-fullstack-java-junit-cucumber/of-ifc8326f5d34febad9c9a2ce9b5f66c?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Desarrollador/a de software;COOP VINICOLA DE LLIRIA S.C. VALENCIANA;Somos una empresa hortofrutícola con un ERP de desarrollo propio en Visual Basic y en .Net. La persona seleccionada trabajará en el área con el responsable del departamento participando activamente en la mejora, mantenimiento y evolución de nuestro ERP de desarrollo propio.;Llíria, Valencia/València;Formación de grado superior en Informática, Ingeniería de Sistemas o similar., Experiencia demostrable en programación con Visual Basic, .Net y SQL., Experiencia demostrable en desarrollo y mantenimiento de sistemas ERP., Capacidad de análisis y resolución de problemas técnicos., Habilidad para entender procesos de negocio y traducirlos a soluciones funcionales., Capacidad para trabajar en equipos y comunicarse eficazmente con diferentes departamentos.;Visual Basic, .Net, SQL;30000;presencial;;indefinido;False;https://www.infojobs.net/lliria/desarrollador-software/of-i2ba1afe8734c75b7d3961142a86008?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Software Development Engineer III;Expedia Group;Develop and test standard software applications, related programs, and procedures to ensure they meet design requirements. Collaborate with team members to co-develop solutions and resolve problems. Seize opportunities to build new technical expertise in a specific engineering area. Understand the significance of system and technology integration, as well as the fundamental features and processes involved. Apply software design principles, data structures, design patterns, and computer science fundamentals to write clean, maintainable, optimized, and modular code with clear naming conventions. Utilize database design knowledge to address data requirements. Help coordinate stakeholder input and collaboration efforts when developing solutions to issues. Think broadly, recognizing when policies and processes should be standardized and when variations across the organization are necessary. Complete tasks and/or provide data to support the implementation of holistic solutions that integrate structure, people, processes, and technology. Apply formal training methods to current workloads. Report clearly on work status.;Madrid;3+ years of experience with a Bachelor's degree or 2+ years with a Master's degree., Experience developing software in a team environment of at least five engineers (agile methodologies, version control, etc.)., Built and maintained software projects/products in production environments within public or hybrid cloud infrastructure., Proficiency in a JVM language, with moderate familiarity with other applicable languages., Familiarity with at least two data stores, API access patterns, and integrations., Understanding of relevant technologies within their specialization as part of a broader ecosystem., Ability to grasp how projects fit within the team's objectives., Experience working with moderately complex systems., Ability to test and monitor personal code effectively., Familiarity with testing and monitoring tools., Proficiency in debugging applications., Understanding of how team goals align with business needs.;JVM languages, cloud infrastructure, data stores, API access patterns;;;;indefinido;False;https://www.infojobs.net/madrid/software-development-engineer-iii/of-i12beffcd4c4c72a6171483254d4452?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Desarrollador/a Fullstack/Backend;CHECK24;"¿Qué estamos buscando?- Un desarrollador con experiencia sólida en programación Orientada Objetos y con enfoque full-stack. Imprescindible experiencia en PHP. Valorable experiencia con JavaScript o TypeScript. - Amplia experiencia con frameworks como Symfony o Vue 3. - Uso de buenas prácticas (SOLID, Testing). - Mentalidad de mejora continua, orientada a producto y metodología de desarrollo Ágil (Scrum / Kanban / Lean).- Valorable: filosofía y experiencia DevOps; monitoring y alerting con Prometheus, Grafana y VMAlert; infraestructura con Terraform, AWS, Docker + SWARM, Puppet o Ansible. - Experiencia en bases de datos relacionales SQL, preferiblemente MySQL. Valorable experiencia con Redis y sistema de mensajería RabbitMQ. - Es un plus que haya trabajado con herramientas de CI como Bitbucket Pipelines. - Inglés conversacional.";Madrid;Experiencia mínima de al menos 3 años, Imprescindible experiencia en PHP, Valorable experiencia con JavaScript o TypeScript, Amplia experiencia con frameworks como Symfony o Vue 3, Uso de buenas prácticas (SOLID, Testing), Mentalidad de mejora continua, orientada a producto y metodología de desarrollo Ágil (Scrum / Kanban / Lean), Valorable filosofía y experiencia DevOps, Experiencia en bases de datos relacionales SQL, preferiblemente MySQL, Valorable experiencia con Redis y sistema de mensajería RabbitMQ, Es un plus que haya trabajado con herramientas de CI como Bitbucket Pipelines, Inglés conversacional;PHP, Symfony, JavaScript, TypeScript, Vue 3, MySQL, Redis, RabbitMQ, Terraform, AWS, Docker, Puppet, Ansible;40000;híbrido;inglés;indefinido;False;https://www.infojobs.net/madrid/desarrollador-fullstack-backend/of-i466c9fa90440a9bce1aac2228c1387?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
FULL STACK DEVELOPER;Ticsur Consultoria Estrategica;Buscamos un/a desarrollador/a Full-Stack para unirse a nuestro equipo de desarrollo de software en Ticsur, compañía especializada en la implantación de sistemas ERP. Como parte de nuestro equipo, serás responsable de diseñar, desarrollar y mantener aplicaciones web y sistemas de información utilizando las últimas tecnologías y metodologías de desarrollo.;Málaga;Habilidades Full-stack: Experiencia en el desarrollo de aplicaciones web utilizando una variedad de tecnologías front-end y back-end, como HTML, CSS, JavaScript, TypeScript, Node.js, React, Angular o Vue.js., Automatización de pruebas y TDD: Experiencia en la implementación de pruebas automatizadas y en el desarrollo guiado por pruebas (TDD)., RESTful API y TypeScript: Conocimiento sólido en el diseño y desarrollo de API RESTful y experiencia en el uso de TypeScript., Metodología de desarrollo: Habilidad para definir y aplicar metodologías de desarrollo ágiles., Desarrollo de software: Capacidad para participar en todas las fases del ciclo de vida del desarrollo de software, desde el diseño hasta la implementación y el mantenimiento., Base de datos: Conocimientos de bases de datos MS-SQL.;HTML, CSS, JavaScript, TypeScript, Node.js, React, Angular, Vue.js, MS-SQL;27500;presencial;;indefinido;False;https://www.infojobs.net/malaga/full-stack-developer/of-ie5eb63fc2c4809b99aab5f53a752b4?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Desarrollador/a Full Stack (C++, Python, JavaScript);GRUPO OCHO CAÑOS;Grupo Ocho Caños, empresa de referencia en la zona, selecciona un DESARROLLADOR FULL STACK (C++, Python, JavaScript), altamente capacitado y con experiencia en C++, Python, JavaScript y Typescript para su centro de trabajo en Benavides de Orbigo. El candidato será responsable de diseñar, desarrollar y mantener aplicaciones robustas, escalables y seguras, trabajando en todas las capas del desarrollo de software, desde la lógica del backend hasta la interfaz de usuario en el frontend. Así como: · Diseñar, desarrollar y optimizar aplicaciones utilizando C++, Python y JavaScript.· Implementar soluciones eficientes y escalables en el backend y frontend.· Integrar APIs y sistemas de terceros.· Colaborar con equipos de diseño, producto y otros desarrolladores para garantizar una experiencia de usuario fluida.· Identificar y corregir errores, optimizar el rendimiento del software.· Aplicar buenas prácticas de desarrollo, incluyendo pruebas, documentación y control de versiones.;Benavides (León);Experiencia comprobada en desarrollo Full Stack con C++, Typescript Python y JavaScript., Conocimientos sólidos en frameworks y bibliotecas., Experiencia con bases de datos SQL y NoSQL., Manejo de herramientas de control de versiones como Git., Experiencia en despliegue y mantenimiento de aplicaciones en entornos cloud., Capacidad para resolver problemas de manera creativa y eficiente., Excelentes habilidades de comunicación y trabajo en equipo.;C++, Python, JavaScript, Typescript;;presencial;;Contrato de duración determinada, jornada completa;False;https://www.infojobs.net/benavides/desarrollador-full-stack-c-python-javascript/of-i83e7bf2f144ac2be7b33cb50907fba?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
SOFTWARE ENGINEER;Reconocida asesoría fiscal, laboral y contable;¿Te gustaría ser la persona que lleva el control técnico de todos los sistemas internos de una asesoría de referencia en Mallorca? Una reconocida asesoría fiscal, laboral y contable, con un ambiente profesional, cercano y consolidado, busca incorporar un/a Desarrollador/a de Software Interno para mantener y evolucionar sus herramientas digitales. Serás el único programador del equipo, trabajando de forma autónoma pero con el respaldo de una Project Manager y un entorno donde se valora el trabajo bien hecho, el compromiso y las soluciones prácticas. Misión del puesto Tus funciones principales:· Desarrollo y mantenimiento de las aplicaciones internas de gestión· Optimización y administración de bases de datos (Microsoft SQL Server)· Desarrollo backend en C# y entornos .NET· Gestión de servidores y despliegue en IIS· Documentación técnica y soporte básico a usuarios internos· Colaboración con otros departamentos para transformar necesidades en soluciones· Participación activa en la mejora continua de los sistemas.;Palma De Mallorca, Islas Baleares/Illes Balears;Al menos 3 años de experiencia en desarrollo de software, Buen dominio de C#, SQL Server y servidores IIS, Capacidad para trabajar de forma autónoma;C#, .NET, SQL;;híbrido;inglés;indefinido;False;https://www.infojobs.net/palma-de-mallorca/software-engineer/of-i9cd1c998654b60b0729ca5a78f1f23?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Desarrollador/a Full Stack para Plataforma CRM;ELITEDEVENTAS2020 SL.;Buscamos un/a desarrollador/a informático/a con experiencia para liderar el desarrollo de una plataforma CRM personalizada que será el eje central de nuestras operaciones comerciales. Este proyecto implica la creación de un sistema robusto, escalable y adaptable, que incluya funcionalidades avanzadas de gestión de clientes y comunicación interna.;Valladolid;Experiencia demostrable en desarrollo web Full Stack, Dominio de lenguajes y frameworks modernos (Laravel, Node.js, Django, React, Angular, etc.), Conocimientos sólidos en bases de datos (MySQL, PostgreSQL, etc.), Experiencia en integración de APIs de terceros, Buenas prácticas de desarrollo seguro y escalable, Capacidad de trabajar de forma autónoma y orientado/a a resultados, Se valorará experiencia previa desarrollando herramientas internas o CRMs personalizados;Desarrollo web, Escalabilidad, Integración, node.js, Mantenimiento, Comunicación interna, Gestión, PostgreSQL, MySQL, CRM;;presencial;español;indefinido;False;https://www.infojobs.net/valladolid/oferta-empleo-desarrollador-full-stack-para-plataforma-crm/of-i887ccd8df641748dd1ddaf96821873?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Fullstack Developer (Angular | Java). Inglés C1;EXIS-TI;Desde EXIS-TI estamos buscando incorporar un/a Fullstack Developer (Angular ' Java). REQUISITOS-Mínimo 5 años de experiencia en desarrollo de software digital.-Más de 5 años de experiencia con Angular 2+ y Java 8+.-Dominio profesional del inglés (mínimo C1).;Barcelona;Mínimo 5 años de experiencia en desarrollo de software digital, Más de 5 años de experiencia con Angular 2+ y Java 8+, Dominio profesional del inglés (mínimo C1);Angular 2+, TypeScript, NPM, NX, Webpack, NgRx, RxJS, Java 8+, Spring Boot, Hibernate, REST APIs, SQL, Maven, Docker, Jenkins;;híbrido;inglés;indefinido;False;https://www.infojobs.net/barcelona/fullstack-developer-angular-java-.-ingles-c1/of-ifc301129954c6bb9d7df524b9c23d1?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Programador/a de software;Logimac Accionamientos y control, S.L.;Se busca recién titulado para trabajar como programador de PLC, HMI, CNC Y PC en el sector de la maquinaria industrial.;Santa Maria De Palautordera;Grado;;29000;presencial;catalán, inglés, español;indefinido;False;https://www.infojobs.net/santa-maria-de-palautordera/programador-software/of-i6683d792124336a2f2aa2c1ed2089d?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Programador/a - desarrollador/a FullStack PHP (Symfony) B25-1;Global System Security;GSSecurity, empresa que trabaja a nivel nacional, especializada en la comercialización, instalación y mantenimiento de todo tipo de soluciones de seguridad. Trabajamos con las últimas innovaciones y tecnologías en equipos, producción y servicios para proporcionar la solución a medida para cada uno de nuestros clientes y usuarios mediante sistemas de videovigilancia. Buscamos personas comprometidas, responsables y con iniciativa para formar parte de nuestro equipo, que tengan experiencia en el puesto de trabajo de Programador/a - desarrollador/a para nuestra sede de Mataró (BCN). Funciones y responsabilidades principales:- Escribir código de los diferentes lenguajes de programación, y utilizar el que sea más conveniente en cada caso.- Diseño de arquitectura web.- Desarrollar el código necesario en los diferentes lenguajes de programación.- Revisar y ultimar todos los errores e inconvenientes que van saliendo en la creación.- Incluir funcionalidades en la ejecución.- Crear la interfaz.- Trabajos de datos en la parte del servidor.;Mataró (Barcelona);La persona candidata debe tener conocimientos y experiencia acreditable en: - Symfony - PHP - CSS- JAVA- SQL- MySqQL, Imprescindible experiencia de tres años demostrables.;Symfony, PHP, CSS, JAVA, SQL, MySqQL;;presencial;inglés, español, catalán;Contrato indefinido, jornada completa;False;https://www.infojobs.net/mataro/programador-desarrollador-fullstack-php-symfony-b25-1/of-i6d9d066860466594ebacd70aca5971?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Desarrollador/a;PAMPOLS -Packaging Integral-;Empresa líder en el sector del envase y embalaje, en pleno crecimiento y con visión familiar, ubicada en Vilanova de la Barca precisa reforzar su equipo informático. ¿Tienes experiencia como desarrollador/a informático/a? En Pampols Packaging, buscamos una persona con experiencia en desarrollo informático en programación web y ganas de aprender, con aptitud. Se pretende formar un equipo interno con la ayuda y formación de programadores externos para dar continuidad al desarrollo de aplicaciones nativas y de terceros. Eres el/la candidato/a ideal si... Eres una persona con alta capacidad analítica de los problemas, autónoma, resolutiva, autodidactica, con capacidad para el trabajo en equipo y empatía, así como responsable e implicada con los objetivos de la compañía aportando y sugiriendo nuevas ideas.;Lleida;Grado en Ingeniería Informática o Grado Superior en Desarrollo y Multiplataforma o Web, o similar., De 2 a 5 años de experiencia en cualquier departamento de desarrollo, aunque no se descartarán perfiles junior.;Php, javascript, sql, MySQL, MariaDB, Linux shell, Nginx, Magento, Wordpress;30500;híbrido;;indefinido;False;https://www.infojobs.net/lleida/desarrollador/of-i687d054f7f441a94151153cb971f00?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Software Engineer | Inglés | Proyecto internacional;Knowmad Mood;Ahora somos knowmad mood! Si tu objetivo es seguir creciendo profesionalmente junto a un equipo de alto nivel, con mucha experiencia trabajando en Java, ¡esta es tu oferta! Te damos la oportunidad de poder trabajar para un importante cliente.;Sevilla;Conocimientos en desarrollo Java 17, API Rest, OpenAPI, Swagger, Microservicios, JWT, y conocimientos de bases de datos SQL/NoSQL, Conocimientos de Quarkus, Keycloak, Conocimientos de Helm, Kubernetes y Docker, Git, Jira y Confluence, Metodologías ágiles de desarrollo, Fuertes habilidades de comunicación en inglés, Reuniones una vez al mes en Jerez de la Frontera, Necesario cada 3 meses viajar a Suiza;Java, microservicios, Quarkus, Keycloak, Helm, Kubernetes, Docker, Git, Jira, Confluence;;remoto;inglés;indefinido;False;https://www.infojobs.net/sevilla/software-engineer-ingles-proyecto-internacional/of-i4629e2370342aa8ba8a2ba029ebcc1?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
