title,company,description,location,requirements,technologies,salary,modality,languages,contract_type,error,link
Programador/a Full Stack Junior,APROBATUS SCHOOL,"En Aprobatus School estamos creciendo y buscamos un/a Programador/a Full Stack Junior con experiencia en PHP y WordPress. Si te apasiona la programación, disfrutas resolviendo problemas y quieres formar parte de un equipo innovador en constante evolución, ¡te queremos conocer! Responsabilidades: Desarrollar y mantener aplicaciones web tanto en front-end como en back-end. Participar activamente en proyectos basados en PHP y WordPress. Colaborar en el diseño e implementación de nuevas funcionalidades. Optimizar el rendimiento y la eficiencia del código. Resolver bugs y contribuir a la mejora continua del producto. Trabajar de forma colaborativa con diseñadores y desarrolladores para ofrecer experiencias digitales de calidad.",Tarragona,"Experiencia comprobable en desarrollo con PHP y WordPress (imprescindible). Conocimientos en JavaScript, HTML, CSS y frameworks como React, Angular o Vue.js. Familiaridad con bases de datos SQL o MySQL. Experiencia básica o interés por tecnologías como Python o Java. Capacidad para trabajar en equipo, iniciativa y ganas de aprender.","PHP, WordPress, MySQL, CSS, HTML, SQL, Java, JavaScript",,Presencial,,Contrato indefinido,False,https://www.infojobs.net/tarragona/programador-full-stack-junior/of-i93dd6a981345e889807efb494fc697?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
"NodeJS Developer (SQL, Azure)",M & GT Consulting,"En M&GT Consulting buscamos un Analista Programador Senior con al menos tres años de experiencia en NodeJS, SQL y Azure para trabajar en remoto con uno de nuestros clientes.",Madrid,"Al menos tres años de experiencia en NodeJS, Azure y conocimiento avanzado de SQL.","NodeJS, Azure, SQL",34500,Solo teletrabajo,,Contrato indefinido,False,https://www.infojobs.net/madrid/nodejs-developer-sql-azure/of-i48dd23a38944f0aa4860fc8c5cee85?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
"Full Stack Developer (React, NextJS, Java, Spring Boot)",M & GT Consulting,"En M&GT Conaulting buscamos un Programador Full Stack con experiencia en React, NextJS, Java y Spring Boot para trabajar en remoto con uno de nuestros clientes. Además, es imprescindible tener un nivel de inglés alto.",Madrid,"Inglés alto, Frontend: React, NextJS, Backend: Java + Spring (Spring cloud, Spring security, Spring boot, Spring batch), Diseño y desarrollo de software basado en arquitecturas de Microservicios.","Java, React, NextJS, Spring, Spring Boot, PostgreSQL, SQLServer, MongoDB, Redis, Jenkins, Github, Github Actions, AWS, Kubernetes",36500,Solo teletrabajo,Inglés,Contrato indefinido,False,https://www.infojobs.net/madrid/full-stack-developer-react-nextjs-java-spring-boot/of-ia983a6853e4c9ea2dd43b1f81b8543?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Programador Fullstack Java - Teletrabajo,"X25 INFORMÁTICA, S.L.","Buscamos un Programador Fullstack Java, para colaborar con el departamento de desarrollo en importante compañía multinacional del sector industrial. Horario 8:00/9:00 a 17:00/18:00h (L-J), viernes jornada intensiva. Funciones:-Desarrollar aplicaciones web seguras, fiables y eficientes que respondan a las necesidades presentes y futuras de la organización.-Definición de la arquitectura de las soluciones.-Evolución de los sistemas de integración y entrega continua.-Puesta en producción y monitorización de las aplicaciones.-Integración en un equipo agile.",Donostia-San Sebastián,Titulación: Ingeniero Informático/matemático o similar.-Al menos 2 años de experiencia profesional Backend (Java).-Al menos 2 años de experiencia profesional Frontend (Angular/React)-Actitud proactiva.-Capacidad relación e interlocución muy elevada.-Orientación a las personas y los resultados.,"Java, Angular, React",,Híbrido,Inglés alto,Contrato indefinido,False,https://www.infojobs.net/donostia-san-sebastian/programador-fullstack-java-teletrabajo/of-i909eefa04440bba25188440f9453a2?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Desarrollador/a SAP BTP,BETWEEN Technology,"En BETWEEN te ofrecemos las oportunidades que necesitas para alcanzar tus objetivos profesionales. Si quieres desarrollar tus capacidades en IT e Ingeniería ¡este es tu próximo destino! Damos soporte en una gran variedad de áreas como Firmware, Software, BI, Diseño, Project Management y muchas más. Además, desarrollamos soluciones tecnológicas a medida desde nuestros BETWEEN Labs. Estamos buscando un/a Desarrollador/a SAP BTP para ampliar uno de nuestros equipos en Barcelona.",Barcelona,"Experiencia en SAP BTP (Cloud Foundry), conocimiento y experiencia con SAP Fiori y SAPUI5, desarrollo y consumo de servicios OData, modelado en SAP HANA, uso de Core Data Services (CDS), experiencia trasladando aplicaciones desde el entorno Neo a Cloud Foundry, conocimiento de ABAP (valorable).","SAP BTP, Cloud Foundry, Fiori, SAPUI5, OData, HANA, CDS",40500,Híbrido,,Indefinido,False,https://www.infojobs.net/barcelona/desarrollador-sap-btp/of-ifb5af75dbd4f6aa6985a3a14868091?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Desarrollador/a fullstack Angular y NodeJS (100% Teletrabajo),Vipirsa,"Desde VIPIRSA, empresa tecnológica, estamos buscando perfiles con gran experiencia como desarrollador Angular para importante cliente del sector IT.",Madrid,Al menos 3 años de experiencia con Angular. Al menos 3 años de experiencia con NodeJS.,"Angular, NodeJS, AWS",,Teletrabajo,Inglés alto,Contrato indefinido,False,https://www.infojobs.net/madrid/desarrollador-fullstack-angular-nodejs-100-teletrabajo/of-ibb6978bd644d128a007db0dc9cd756?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Software Engineer Kotlin | React/Typescript,Knowmad Mood,"Si en tus propósitos de año tienes apuntado el poder crecer profesionalmente en proyectos punteros y participar en entornos laborales donde la colaboración, la innovación y la diversión cobran protagonismo... ¡en knowmad mood podrás hacer check! A través de esta oportunidad participarás en un equipo de desarrollo con proyectos interesantes como desarrollador/a o analista programador/a. - Trabajarás 100% remoto.- Aportarás ideas para implementar en los nuevos proyectos.- Trabajarás con tecnologías punteras del mercado.",Madrid,Experiencia mínima: Al menos 3 años. Imprescindible residente en España.,"Kotlin, React, Typescript, AWS, Azure",,Solo teletrabajo,,"Contrato indefinido, jornada completa",False,https://www.infojobs.net/madrid/software-engineer-kotlin-react-typescript/of-i5e5b4937804544963151cea523e74f?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
"DESARROLLADOR /A FULL STACK, modalidad híbrida",Vivofácil,"¡Vivofácil te está buscando! Si te apasiona la tecnología y el desarrollo de soluciones digitales innovadoras, queremos que formes parte de nuestro equipo de Desarrollo IT. Con tu trabajo, impactarás directamente en la evolución de nuestras plataformas, creando soluciones que mejorarán la experiencia de nuestros usuarios. Estas serán tus funciones como Programador/a Full Stack: Participarás en proyectos con impacto social con el diseño, desarrollo e implementación de nuevas funcionalidades dentro de nuestras plataformas digitales. Mantendrás y mejorarás aplicaciones web existentes utilizando Symfony, Angular, MySQL y otras tecnologías clave del stack. Integrarás servicios y sistemas externos mediante APIs RESTful. Colaborarás con el equipo de producto, UX/UI y negocio para asegurar soluciones funcionales, usables y escalables. Contribuirás al desarrollo de soluciones orientadas al usuario final, garantizando una experiencia fluida y segura. Trabajarás en un entorno ágil (Scrum/Kanban), participando en la planificación, retrospectivas y revisiones. Podrás aportar ideas de mejora continua tanto a nivel técnico como de procesos. Contribuirás a mantener un flujo de trabajo organizado en Git, siguiendo buenas prácticas como el branching y la revisión de código. Documentarás desarrollos, flujos y configuraciones relevantes para facilitar el mantenimiento y escalabilidad de los sistemas.",Madrid,"Imprescindibles: Formación en Ingeniería informática, Software o similar. Experiencia en programación con PHP, JavaScript/TypeScript, HTML5, CSS3 y MySQL. Conocimiento en Symfony y Angular. Experiencia en APIs RESTful. Conocimiento de control de versiones con Git. Trabajo bajo metodología ágil (Scrum/Kanban). Habilidades de documentación técnica. Valorable: Inglés técnico. Conocimientos en Ionic, WordPress, PrestaShop y microservicios. Conocimientos básicos de ITIL.","PHP, JavaScript, TypeScript, HTML5, CSS3, MySQL, Symfony, Angular, APIs RESTful, Git",,Híbrido,Inglés técnico,"otros contratos, jornada completa",False,https://www.infojobs.net/madrid/desarrollador-full-stack-modalidad-hibrida/of-id76bcb32d84793a04cfbd33758d74e?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Programador/a Full Stack (NodeJS/Python/React) – Modalidad hibrida – Proyecto Puntero,PSS,"¿Te gustaría unirte a un departamento formado por personas apasionadas por el mundo de la tecnología? ¿Eres un experto en asumir nuevos retos, y seguir formándote en tu carrera profesional? ¡Únete a PSS! En estos momentos estamos buscando perfiles de programador Full Stack con experiencia principalmente NodeJS, Python y React, para incorporarse en un potencial proyecto puntero bajo la modalidad hibrida.",Barcelona,"Mínimo de 2 a 5 años de experiencia con Next.js, NodeJs o Python React y Storybooks para desarrollo full-stack. Experiencia con bibliotecas de gráficos como echarts (preferiblemente), Chart.js o Recharts. Dominio de la creación de interfaces de usuario responsivas con Tailwind CSS. Experiencia práctica con servicios de AWS (EC2, S3, Lambda, RDS, etc.). Experiencia en el desarrollo de componentes backend con Python e implementación de pruebas unitarias (pytest). Experiencia trabajando en un entorno ágil Scrum. Familiarización con sistemas de control de versiones, especialmente Git. Sólidas habilidades analíticas y de resolución de problemas. Excelentes habilidades de comunicación y trabajo en equipo. Experiencia con pipelines de CI/CD utilizando herramientas como GitHub Actions. Experiencia con contenedorización (p. ej., Docker). Familiaridad con arquitecturas sin servidor. Experiencia con SonarCloud o Snyk para la calidad y seguridad del código. Familiaridad con TurboRepo para la gestión de repositorios mono. Conocimiento de Storybook para el desarrollo de componentes de interfaz de usuario. Excelentes habilidades de comunicación y presentación, tanto verbales como escritas. Sólidas habilidades de resolución de problemas y pensamiento crítico. Curiosidad y pasión por aprender.","NodeJS, Python, React, Next.js, Tailwind CSS, AWS, Git, Docker, SonarCloud, Snyk, TurboRepo, Storybook",34500,Híbrido,,Indefinido,False,https://www.infojobs.net/barcelona/programador-full-stack-nodejs-python-react-modalidad-hibrida-proyecto-puntero/of-ie9e5114f69452ab2c66009ec535030?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Programador/A Fullstack .NET Core,Rawson BPO,En Rawson BPO trabajamos para impulsar tu carrera profesional proponiéndote nuevos retos. Trabajarás con las tecnologías más vanguardistas tanto en proyectos nacionales e internacionales.,Sevilla,"4 años en desarrollo web con .NET Framework 4 y Desarrollo con JavaScript y jQuery. Conocimiento y experiencia trabajando con bases de datos Oracle 11 (incluyendo SQL, procedimientos almacenados, etc.)",".NET, Angular, Desarrollo web, SQL, Oracle, jQuery, JavaScript, Bases de datos",33000,Presencial,,Indefinido,False,https://www.infojobs.net/sevilla/programador-fullstack-.net-core/of-i94b19db4984d61a7354a570b97c0af?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Desarrollador FullStack .NetCore MVC.,SPHERAG TECK IOT SL,Desarrollo y mantenimiento de aplicaciones web utilizando ASP.NET Core MVC. Implementación de consultas y operaciones en bases de datos con Entity Framework Core y SQL Server. Creación y consumo de APIs RESTful. Colaboración con el equipo de desarrollo para diseñar e implementar nuevas funcionalidades. Uso de Git para el control de versiones y trabajo en equipo. Aplicación de buenas prácticas de programación y principios de desarrollo limpio.,Zaragoza,"Conocimientos en C# y programación orientada a objetos. Experiencia con ASP.NET Core MVC (aunque sea en proyectos académicos o personales). Manejo básico de SQL Server y Entity Framework Core. Conocimientos en HTML, CSS y JavaScript para el desarrollo de vistas. Comprensión de APIs RESTful y su consumo desde aplicaciones web. Conocimiento básico de autenticación y autorización (Identity o JWT). Uso de Git y trabajo en equipo con repositorios. Actitud proactiva, capacidad de aprendizaje y trabajo en equipo. Deseable (no obligatorio): Conocimientos en pruebas unitarias con xUnit o NUnit. Experiencia con Docker. Familiaridad con metodologías ágiles como Scrum o Kanban.","jQuery, devexpress, JavaScript, SQL, Entity Framework, SQL Server, Git, .NET, MVC",,Híbrido,,Contrato indefinido,False,https://www.infojobs.net/zaragoza/desarrollador-fullstack-.netcore-mvc./of-i3aa3bc0fb743f482a00b06b70cd6ac?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Salesforce System Administrator (Junior/Middle),GRUPO SIFU,"Buscamos un/a Salesforce System Administrator con experiencia en administración de la plataforma para unirse a nuestro equipo. Esta persona será clave en la personalización y mantenimiento de Salesforce, brindando soporte a usuarios y garantizando la calidad de los datos. La persona ideal tiene un fuerte deseo de aprender y crecer dentro del ecosistema de Salesforce, con habilidades tanto técnicas como interpersonales.",Barcelona,"Ciclo Formativo Grado Superior, Al menos 2 años de experiencia, Imprescindible residente en Provincia Puesto Vacante. 1-2 años de experiencia previa en administración de Salesforce, comprensión sólida de los componentes de Salesforce, conocimiento en la creación y gestión de informes y paneles, certificación de Salesforce Certified Administrator (ADM201) preferida, deseable experiencia con Salesforce Lightning y Pardot.","Salesforce, Sales Cloud, Service Cloud, Marketing Cloud, Salesforce Lightning, Pardot",,Presencial,,Contrato indefinido,False,https://www.infojobs.net/barcelona/salesforce-system-administrator-junior-middle/of-iddc632c12a492ab4955c2a0e91d36d?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
"Programador/a Full Stack ( Next.js, React, Python)",Rawson BPO,"En Rawson BPO, estamos en búsqueda de un/a Profesional Funcional con experiencia en Wealth Management y análisis de rentabilidad, para integrarse a un proyecto estratégico dentro del sector financiero. Responsabilidades: -Desarrollo y mantenimiento de aplicaciones web con Next.js y React.-Creación de interfaces responsive con Tailwind CSS.-Colaboración estrecha con backend para integrar y testear servicios en FastAPI.-Implementación de pruebas automatizadas (Playwright, Cucumber).",Barcelona,"- +4 años de experiencia en desarrollo Full Stack con Next.js y React.-Conocimientos en librerías gráficas como Echarts, Recharts o Chart.js.-Experiencia práctica en Tailwind CSS y Storybook.-Sólido manejo de AWS y del desarrollo en Python (FastAPI).-Pruebas automatizadas y buenas prácticas de testing con Pytest.- Ingles intermedio","Python, Testing, React, FastAPI, Next.js, Tailwind CSS, Playwright, Cucumber, Echarts, Recharts, Chart.js, AWS, Storybook, Pytest",33000,Híbrido,Inglés,Indefinido,False,https://www.infojobs.net/barcelona/programador-full-stack-next.js-react-python/of-i6729c4910d43299e29a1b7ca20fe67?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
SOFTWARE DEVELOPER & IA,ARIMANY Selecció de Talent,"Busquem una persona apassionada per la programació i la intel.ligència aritifical per ocupar una posició com a Software Developer en una consultoria informàtica ubicada a Vic. RESPONSABILITATS: - Desenvolupament de solucions de programari per a clients empresa, en els àmbit del Transport, Operadors Logístics, Distribució i WMS/SGA . - Participació activa en els projectes de desenvolupament de solucions basades en la IA. - Col·laborar amb l´equip de desenvolupament per dissenyar, desenvolupar i mantenir aplicacions de software i de web. - Identificació i solució d´errors i problemes de rendiment en el programari. - Participació en la revisió de codi per assegurar la qualitat i adherència als estàndards de desenvolupament. - Contribució al disseny tècnic i planificació de projectes.",Vic (Barcelona),"CFGS o Enginyera en l´àmbit de la Informàtica, Disseny web, Programació, , Enginyeria Informàtica o similar. Experiència prèvia mínima de 2 anys en desenvolupament de programari orientada a objectes i web. - Domini de llenguatges de programació com Java, C#, Python, Delphi. - Inquietud per participar en projectes pioners en Intel.ligència Artificial. - Adaptabilitat a les noves maneres de treballar.","Java, C#, Python, Delphi",27000,Híbrido,,Indefinit,False,https://www.infojobs.net/vic/software-developer-ia/of-i2d41db1f3c4ad7a7bdd946eb664a05?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Desarrollador/a de software,ESR SERVICIOS Y SUMINISTROS SL.,Estamos buscando Desarrolladores/as de software para incorporarse a nuestro equipo. En este puesto te encargarás del desarrollo y mantenimiento de aplicaciones para nuestros clientes. Trabajarás estrechamente con el equipo de diseño y producto para llevar las ideas a la realidad de manera eficiente. Esperamos recibir tu candidatura. Juntos podemos crear productos digitales de calidad.,Santa Cruz De Tenerife,"Ciclo Formativo Grado Superior, Al menos 1 año de experiencia.","Programación orientada a objetos, Desarrollo de software, Programación",,Híbrido,,"Contrato indefinido, jornada completa",False,https://www.infojobs.net/santa-cruz-de-tenerife/desarrollador-software/of-i32ba6ad801478b9cdcc5d5aaca292b?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Software Developer,MYTIC INNOVA S.L.,"En Mytic Innova estamos buscando un Software Developer para integrarse en un proyecto internacional de un importante cliente del sector de la automoción en Barcelona. El candidato ideal tendrá una sólida experiencia en desarrollo de software utilizando Java y será responsable de diseñar, desarrollar e implementar soluciones eficientes y escalables en un entorno ágil.",L'Hospitalet De Llobregat,Experiencia mínima: Al menos 2 años. Orientación al cliente. Trabajo en equipo. Capacidad de adaptación y flexibilidad. Alta capacidad de organización. Inglés alto oral y escrito.,"Java, Git, Scrum, JSF, Linux, Eclipse, SQL, J2EE, COBOL",28500,Híbrido,Inglés - Intermedio,Contrato indefinido,False,https://www.infojobs.net/l-hospitalet-de-llobregat/software-developer/of-i862e0a636d48c0b5c01afcff53ebe1?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Programador Symfony Senior Full stack,FINTECH DRIVER SL,"En Fynkus estamos construyendo el futuro de la administración de fincas. Somos una empresa española que desarrolla una solución SaaS especializada en la gestión de comunidades de propietarios. Nuestro software está diseñado para administradores de fincas profesionales y ya incluye funcionalidades avanzadas como contabilidad integrada, comunicación directa con propietarios, gestión documental y automatización de procesos clave. Después de varios años de evolución, nos encontramos en una fase de madurez tecnológica y fuerte crecimiento. Estamos abordando una reestructuración profunda de varias áreas críticas de la plataforma con un objetivo claro: elevar su calidad, escalabilidad y rendimiento a otro nivel. Las áreas en la que queremos avanzar están muy relacionadas con las funcionalidades propias de un CRM (comunicaciones, gestión de tareas) y siempre buscando un enfoque orientado a sacar provecho de la IA, que es lo que nuestros clientes están solicitando. Tenemos un Roadmap claro y muy atractivo con diferentes funcionalidades que confiamos en que marquen la diferencia con otros softwares y para eso necesitamos escalar nuestro equipo de desarrollo durante el proximo año. Buscamos un desarrollador senior que quiera dejar huella en un producto real, con impacto directo en miles de usuarios, y que disfrute enfrentándose a desafíos técnicos de verdad: arquitectura moderna, rendimiento, mantenibilidad y diseño orientado al producto.",Valencia,"Sólida experiencia con Symfony, PHP, HTML5, CSS3, VueJS y TypeScript. Buen manejo de bases de datos relacionales (idealmente MariaDB). Conocimientos de testing (PHPUnit, Jest, etc.). Conocimiento básico o interés en herramientas de infraestructura como Terraform, Ansible o Docker. Actitud proactiva: Si ves un problema o algo que se puede mejorar, lo señalas, propones una solución y te implicas. Autonomía: No necesitas que te digan cada paso, sabes priorizar y organizarte. Comunicación clara y directa: Sin miedo ni vergüenza a decir lo que piensas, siempre desde el respeto. Capacidad para resolver problemas con criterio técnico y sentido común. Nivel de inglés básico, especialmente en lectura y escritura.","Symfony, PHP, HTML5, CSS3, VueJS, TypeScript, MariaDB, PHPUnit, Jest, Terraform, Ansible, Docker",47500,remoto,,indefinido,False,https://www.infojobs.net/valencia/programador-symfony-senior-full-stack/of-iba79dac91d4859babf12e7f7c5f826?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
FullStack Engineer con Inglés (Híbrido),World Software Services,"Actualmente estamos en búsqueda de un FullStack Engineer, para una posición estable.",Madrid,"- Años de experiencia desarrollando con JAVA, SPRINGBOOT, REACT, JAVASCRIPT, TYPESCRIPT.
- Experiencia con SQL, ORACLE
- Experiencia con SOA, REST, KUBERNETES(pks) VIRTUAL MACHINES, KAFKA AVRO, POEN API,UML
- Nivel de inglés B2","Java, JavaScript, Oracle, Spring Boot, React, TypeScript, SQL, SOA, REST, Kubernetes, Kafka, UML",,Híbrido,Inglés,Indefinido,False,https://www.infojobs.net/madrid/fullstack-engineer-con-ingles-hibrido/of-i5f3fb28c834e0daff8bed5ec4ccbfe?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Full Stack PHP con Inglés Alto,Knowmad Mood,"Desde la Comunidad de PHP, estamos en la búsqueda de profesionales con experiencia en desarrollo full stack PHP con nivel alto de Inglés. Necesitamos que cuentes con: -Grado en Ingeniería -Experiencia al menos de 3 años como full stack, utilizando Symfony, Jquery, Twig, HTML, MYSQL y Gitlab. -Nivel alto de Inglés. Esta posición requiere dos días presenciales en las oficinas del cliente en Pozuelo de Alarcón. Alguna de tus responsabilidades serán: · Participar en la definición y análisis de necesidades, · Concebir un código eficiente, escalable, confiable y reutilizable, · Participar en todo el ciclo de vida de producción de aplicaciones de backend y frontend para nuestro negocio de mensajería, · Asegurar el mejor rendimiento, calidad y reactividad posible de las aplicaciones, · Compartir información con el resto del equipo y proporcionar información técnica sólida.","Pozuelo De Alarcón, Madrid","Grado en Ingeniería, Experiencia al menos de 3 años como full stack, utilizando Symfony, Jquery, Twig, HTML, MYSQL y Gitlab, Nivel alto de Inglés.","PHP, HTML, Symfony, MySQL, jQuery",,Híbrido,Inglés - Avanzado,"Contrato indefinido, jornada completa",False,https://www.infojobs.net/pozuelo-de-alarcon/full-stack-php-con-ingles-alto/of-i01d565844f46d4b464df8bf1c0e8b2?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
"Full Stack 2 años de experiencia (Next.js, React, Tailwind CSS). Inglés mínimo B1. HÍbrido Barcelona",EXIS-TI,Desde EXIS-TI estamos buscando incorporar un/a Full Stack Mid Senior.,Barcelona,"2 a 3 años de experiencia en desarrollo frontend o full stack. Experiencia práctica con React y conocimientos básicos de Next.js. Conocimiento de Tailwind CSS u otro framework utility-first. Familiaridad con integración frontend-backend vía REST API. Conocimientos básicos en backend Python (FastAPI, Flask). Uso habitual de Git. Buenas habilidades de comunicación y trabajo en equipo.","Next.js, React, Tailwind CSS, Git, Python",,Híbrido,Inglés mínimo B1,Indefinido,False,https://www.infojobs.net/barcelona/full-stack-2-anos-experiencia-next.js-react-tailwind-css-.-ingles-minimo-b1.-hibrido-barcelona/of-ifcec7a101c45dc8167a0c7261659ee?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
"Full Stack Mid Senior. Inglés mínimo B1. Nextjs, react, tailwind CSS. HÍbrido Barcelona",EXIS-TI,"Desde EXIS-TI estamos buscando incorporar un/a Full Stack Mid Senior. REQUISITOS-4-5 años de experiencia en desarrollo Full Stack con Next.js, React y Storybook-Sólida experiencia en Tailwind CSS, Python, AWS, unit testing-Conocimientos en librerías de gráficos como Echarts, Recharts o similares-Dominio de Git y flujos colaborativos de desarrollo-Buena capacidad de comunicación, trabajo en equipo y mentalidad orientada a producto",Barcelona,"4-5 años de experiencia en desarrollo Full Stack con Next.js, React y Storybook. Sólida experiencia en Tailwind CSS, Python, AWS, unit testing. Conocimientos en librerías de gráficos como Echarts, Recharts o similares. Dominio de Git y flujos colaborativos de desarrollo. Buena capacidad de comunicación, trabajo en equipo y mentalidad orientada a producto.","Next.js, React, Tailwind CSS, Python, AWS, Git",,Híbrido,Inglés mínimo B1,Indefinido,False,https://www.infojobs.net/barcelona/full-stack-mid-senior.-ingles-minimo-b1.-nextjs-react-tailwind-css.-hibrido-barcelona/of-i62d470f3094c35ac1703e607fd00d6?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Programador/a de software,NEEDLUX SOCIEDAD LIMITADA.,"Buecamos un programador que domine: Programacion entorno KNX, Programacion entorno Control4, Programacion Entorno Logic Machine, Programacion SIstemas BMS, especialmente Netex, Programacion i conocimientos de Redes IP de Telecomunicaciones Especialmente Videoporteroros.",Barcelona,Experiencia mínima: Al menos 2 años. Estudios mínimos: Ciclo Formativo Grado Superior.,"Programación orientada a objetos, Desarrollo front-end, Backend, API, RESTful API, Full-stack, Aplicación web, Desarrollo de software",36666,Híbrido,"Catalán - Nativo o Bilingüe, Inglés - Intermedio",Contrato indefinido,False,https://www.infojobs.net/barcelona/programador-software/of-i0e4cdc4a1a48db948014841c72b02c?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Ingeniero FullStack IA Generativa (LLM) & automatización -100% Remoto ( H/M/X),Experis IT,"¿Te apasiona la inteligencia artificial y quieres construir soluciones reales con impacto? En Experis buscamos un/a Ingeniero/a Full Stack especializado en IA Generativa y modelos LLM para incorporarse a nuestro equipo, donde lideramos proyectos que automatizan procesos clave mediante tecnologías punteras. Trabajarás en el diseño y desarrollo de agentes virtuales inteligentes integrados en plataformas corporativas, utilizando herramientas como Python, Java, Azure OpenAI, Power Platform y Copilot Studio, dentro de un entorno ágil y colaborativo.",Barcelona (Trabajo remoto desde cualquier parte de España),Experiencia mínima: Al menos 3 años. Imprescindible residente en España.,"Python, Java, JavaScript, TypeScript, Azure OpenAI, Google AI, Power Platform, Copilot Studio, Docker, Kubernetes, CI/CD, Git, NLP, machine learning, Hugging Face, scikit-learn, TensorFlow, APIs RESTful, PostgreSQL, Redis, Elastic",,Remoto,,"Indefinido, jornada completa",False,https://www.infojobs.net/barcelona/ingeniero-fullstack-ia-generativa-llm-amp-automatizacion-100-remoto-h-m-x/of-i650d620ff94724a5983dfa15a6d995?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
DESENVOLUPADOR/A,Hidrology,"Som una empresa distribuïdora de sistemes complets per a la conducció, subministrament i el tractament de l'aigua. Especialitzada en quatre grans sectors: edificació, obra civil, regs i tractament de l'aigua i implantada en els mercats de Soria, La Rioja, Navarra, Aragó i Catalunya des de 1989. Actualment busquem un/a Desenvolupador/a per formar part del nostre equip de TIC. Quina serà la teva missió? - Desenvolupar en Dynamics AX 2009: X++. - Desenvolupar a SalesForce: APEX. - Desenvolupar app per Android. - Participar en l'equip que integra solucions multiplataforma: Dynamics AX amb SalesForce. Dynamics AX amb app per Android.",Alpicat (Lleida),"Formació informàtica: Grau Informàtica en desenvolupament d'aplicacions o experiència demostrable equivalent. Coneixements demostrables de programació en X++. Coneixements demostrables de programació en APEX. Coneixements de Java, Kotlin, Android Studio, Android SDK. Coneixements de .Net, C# conjuntament amb configuració i manteniment de WebServices (IIS). Experiència de 3 anys en lloc similar. Coneixements de les regles de negoci empresarials i experiència de treball en processos interns d'empreses: projectes, producció, compres, vendes, inventaris i comptabilitat. Persona organitzada, resolutiva i amb atenció al detall. Capacitat per treballar de manera autònoma i en equip.","Microsoft Dynamics AX (Axapta), SalesForce CRM, Android SDK, WebServices, Informatica, Java",,Presencial,"Catalán - Nativo o Bilingüe, Español - Nativo o Bilingüe",Indefinit,False,https://www.infojobs.net/alpicat/desenvolupador/of-i7575290b3649b996d738366c117ec2?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
Desarrollador/a de software,"ADS Anàlisi/Disseny de Soft, S.L.U.","Estamos en búsqueda de un/a desarrollador/a de aplicaciones para unirse a nuestro equipo a tiempo completo, con sede en Olot. La persona seleccionada participará en el desarrollo y adaptación funcional de un sistema ERP propio, colaborando directamente con nuestros clientes.","Olot, Girona",Experiencia demostrable en programación orientada a objetos (OOP) y manejo de SQL. Conocimientos y experiencia en entornos .NET. Experiencia previa trabajando con aplicaciones de gestión y/o sistemas ERP. Dominio del catalán y castellano (nivel nativo); inglés técnico (nivel intermedio). Buena capacidad de comunicación y empatía con los clientes. Permiso de conducir y disponibilidad para desplazamientos puntuales.,"OOP, SQL, .NET, Desarrollo de software, VisualFox Pro",29000,presencial,"Catalán, Inglés, Español",indefinido,False,https://www.infojobs.net/olot/desarrollador-software/of-ie19485567d44149e59e6dce16f8ea6?applicationOrigin=search-new&page=3&sortBy=RELEVANCE
